brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
BMW,i5,2025,Base,68260.21,52.1,191.0,137.1,5.51,171.0,397.0,320.0,RWD,5,SUV,36.3,1984.0,4,2,Germany,Premium,78488,3.02,7
Audi,e-tron GT,2024,Base,86243.23,60.4,208.0,117.9,5.68,169.0,543.0,447.0,FWD,5,Sedan,36.5,1500.0,4,1,Germany,Premium,24433,3.51,6
Polestar,2,2025,Base,91715.74,62.6,234.0,122.8,6.18,155.0,558.0,508.0,RWD,5,Hatchback,33.2,1632.0,5,0,Sweden,Premium,2292,3.52,4
Ford,Explorer EV,2025,Base,55304.32,58.4,191.0,57.8,6.03,164.0,586.0,492.0,FWD,5,SUV,66.1,2189.0,5,0,US,Mid-range,32117,3.32,4
Volkswagen,ID.4,2024,Long Range,67671.59,106.9,369.0,103.8,5.4,166.0,714.0,648.0,RWD,5,SUV,39.1,1988.0,4,1,Germany,Premium,268234,3.88,4
Volkswagen,ID.5,2022,Performance,46348.56,90.0,333.0,203.6,3.69,188.0,334.0,294.0,RWD,5,SUV,62.6,1513.0,4,1,Germany,Mid-range,219975,3.79,4
GM/Chevrolet,Silverado EV,2023,Premium,41711.2,58.9,204.0,84.3,7.56,135.0,378.0,346.0,AWD,5,Hatchback,38.8,1502.0,4,2,US,Mid-range,776,3.17,4
BYD,Atto 3,2024,Long Range,71451.87,76.8,260.0,148.9,5.84,166.0,788.0,761.0,RWD,5,Van,77.1,1540.0,5,2,China,Premium,111875,3.51,4
Tesla,Cybertruck,2022,Long Range,109130.05,91.6,339.0,207.9,5.51,160.0,720.0,650.0,FWD,7,Truck,78.0,2513.0,5,3,US,Luxury,161385,4.17,4
BYD,Dolphin,2025,Performance,30282.11,100.0,331.0,243.7,2.59,200.0,289.0,286.0,RWD,7,Van,77.2,1897.0,5,2,China,Budget,180781,4.04,5
BYD,Dolphin,2025,Standard,83813.38,70.0,271.0,90.1,5.34,166.0,960.0,881.0,RWD,5,SUV,35.9,1784.0,3,0,China,Premium,193467,3.4,5
BYD,Atto 3,2022,Long Range,59084.31,100.3,349.0,128.5,4.97,182.0,657.0,521.0,FWD,7,Hatchback,27.6,1597.0,4,0,China,Mid-range,242445,3.57,3
BYD,Dolphin,2021,Performance,43985.87,97.2,348.0,222.4,3.07,200.0,466.0,418.0,RWD,5,Coupe,24.5,1505.0,4,1,China,Mid-range,213365,3.76,4
Tesla,Model Y,2024,Long Range,114549.61,101.0,338.0,259.5,4.38,178.0,800.0,756.0,FWD,5,Coupe,34.3,1663.0,5,2,US,Luxury,473485,4.07,4
Tesla,Model Y,2025,Performance,63323.17,90.5,314.0,256.5,3.58,195.0,420.0,356.0,RWD,7,Coupe,32.2,1634.0,5,3,US,Mid-range,404935,3.92,5
Porsche,Taycan,2024,Premium,143428.05,66.1,213.0,221.1,6.87,148.0,640.0,521.0,AWD,7,Coupe,37.2,1500.0,4,2,Germany,Luxury,6555,3.83,7
Volkswagen,ID. Aero,2023,Premium,60337.62,44.2,158.0,70.6,5.68,175.0,580.0,557.0,RWD,7,Hatchback,32.0,1500.0,5,1,Germany,Mid-range,201954,3.3,3
Volkswagen,ID.3,2023,Premium,53064.54,68.1,226.0,140.6,7.09,141.0,464.0,379.0,RWD,7,Truck,57.8,2506.0,3,0,Germany,Mid-range,243991,3.26,4
BMW,i5,2022,Performance,74178.54,74.0,257.0,154.2,3.99,187.0,386.0,326.0,RWD,7,Coupe,31.7,1714.0,5,2,Germany,Premium,60959,3.29,5
BYD,Atto 3,2025,Long Range,51946.07,98.3,331.0,87.9,4.35,185.0,593.0,555.0,AWD,7,Sedan,31.7,1785.0,5,1,China,Mid-range,247778,3.61,3
Toyota,bZ Compact SUV,2024,Long Range,85221.63,86.5,314.0,126.8,4.78,181.0,1000.0,915.0,FWD,7,SUV,36.6,2167.0,4,0,Japan,Premium,12454,3.6,4
Ford,E-Transit,2025,Standard,44718.1,71.7,258.0,59.7,6.72,157.0,382.0,355.0,FWD,7,Hatchback,27.8,1523.0,5,1,US,Mid-range,41551,3.51,3
Tesla,Model X,2024,Premium,57311.05,46.2,178.0,230.2,6.59,148.0,371.0,358.0,RWD,7,Hatchback,37.6,1576.0,5,2,US,Mid-range,103833,3.5,5
Volkswagen,ID. Aero,2025,Premium,112803.13,81.2,297.0,50.1,6.05,158.0,1000.0,906.0,AWD,7,Truck,79.8,2658.0,4,1,Germany,Luxury,225327,3.76,3
Audi,e-tron GT,2025,Long Range,126392.96,109.8,384.0,98.7,5.26,176.0,1000.0,873.0,FWD,7,Sedan,22.8,1500.0,4,2,Germany,Luxury,38380,4.02,8
Toyota,bZ Compact SUV,2025,Premium,79560.18,48.9,199.0,81.9,5.34,167.0,1000.0,917.0,RWD,7,SUV,39.3,1681.0,5,0,Japan,Premium,12847,3.03,3
Hyundai,Ioniq,2025,Performance,56648.45,77.2,256.0,156.0,3.07,200.0,651.0,571.0,AWD,7,Truck,51.4,2444.0,4,1,South Korea,Mid-range,120189,3.68,3
Kia,EV9,2026,Long Range,68589.74,83.3,269.0,85.1,4.04,185.0,777.0,693.0,FWD,5,SUV,66.0,1880.0,5,1,South Korea,Premium,136116,3.29,3
Tesla,Model Y,2025,Premium,126346.84,62.5,253.0,303.5,6.96,147.0,888.0,808.0,AWD,5,SUV,40.0,1955.0,4,2,US,Luxury,433007,3.92,5
Volvo,XC40 Recharge,2025,Long Range,79465.0,100.9,373.0,57.4,4.64,183.0,617.0,519.0,FWD,5,Van,70.1,1500.0,5,0,Sweden,Premium,9072,4.0,5
BYD,Qin,2022,Base,51140.49,58.3,209.0,72.9,5.05,182.0,572.0,450.0,AWD,5,Van,75.6,1639.0,5,0,China,Mid-range,122452,3.62,5
NIO,EL8,2021,Long Range,55221.99,108.2,383.0,59.8,4.19,187.0,328.0,316.0,AWD,7,Coupe,30.0,1742.0,4,1,China,Mid-range,7302,3.7,3
BMW,i3,2024,Premium,79371.52,75.6,287.0,120.4,5.58,165.0,455.0,425.0,AWD,5,Hatchback,26.8,1500.0,5,1,Germany,Premium,73538,3.37,6
Kia,Picanto EV,2024,Performance,42779.06,92.5,294.0,225.0,3.85,195.0,378.0,354.0,FWD,5,SUV,69.8,1837.0,4,0,South Korea,Mid-range,60355,3.59,5
Hyundai,Ioniq 6,2026,Premium,56433.0,62.7,241.0,133.3,5.85,161.0,621.0,572.0,RWD,5,Truck,51.5,2171.0,4,0,South Korea,Mid-range,82791,3.39,4
BYD,Atto 3,2026,Long Range,27583.09,88.1,308.0,146.5,5.01,181.0,239.0,200.0,FWD,5,Truck,78.9,2795.0,5,0,China,Budget,122434,3.77,5
Tesla,Model S,2026,Base,58826.88,44.1,150.0,256.0,7.68,133.0,396.0,316.0,FWD,7,Sedan,36.5,1518.0,4,2,US,Mid-range,198300,3.51,5
BYD,Atto 3,2024,Premium,65610.45,55.7,208.0,128.3,7.45,130.0,719.0,646.0,RWD,5,Sedan,17.4,1707.0,4,1,China,Premium,108967,3.37,5
Tesla,Cybertruck,2024,Long Range,71380.4,86.4,314.0,201.5,4.79,179.0,495.0,479.0,RWD,7,Truck,56.2,2926.0,5,3,US,Premium,213989,3.69,4
Ford,F-150 Lightning,2024,Premium,79235.67,56.8,213.0,107.9,7.58,142.0,929.0,817.0,AWD,2,Truck,74.7,2579.0,4,0,US,Premium,59746,3.32,4
BYD,Max,2024,Premium,88218.65,54.7,210.0,74.0,5.67,158.0,1000.0,882.0,AWD,7,Coupe,37.1,1709.0,4,0,China,Premium,227690,3.41,4
Tesla,Model S,2020,Performance,164703.81,113.2,397.0,200.6,4.08,187.0,1000.0,877.0,RWD,7,Sedan,21.9,1900.0,5,2,US,Luxury,159470,4.11,4
Fisker,Ronin,2026,Standard,93652.94,54.5,193.0,144.4,5.24,177.0,823.0,743.0,FWD,5,Sedan,21.3,1675.0,3,0,US,Premium,24709,3.26,5
Audi,e-tron GT,2024,Performance,121871.7,86.2,305.0,248.0,2.63,200.0,1000.0,889.0,AWD,5,Van,71.6,1664.0,5,2,Germany,Luxury,31338,3.61,7
Rivian,R1S,2022,Premium,102878.64,67.4,249.0,56.8,6.37,161.0,1000.0,930.0,AWD,5,Sedan,39.7,1640.0,5,0,US,Luxury,27062,3.19,5
Volvo,XC90 Recharge,2022,Performance,74428.14,86.1,316.0,151.1,3.78,191.0,584.0,519.0,RWD,5,Truck,74.1,2794.0,5,2,Sweden,Premium,3031,3.51,3
Tesla,Model 3,2026,Performance,112274.6,73.6,242.0,325.8,4.02,190.0,781.0,662.0,AWD,7,Hatchback,18.3,1825.0,4,2,US,Luxury,193133,3.85,5
Volkswagen,ID. Buzz,2025,Long Range,97039.06,100.7,357.0,140.3,4.11,191.0,1000.0,891.0,FWD,5,Coupe,21.4,1712.0,4,1,Germany,Premium,224398,3.79,3
GM/Chevrolet,Silverado EV,2021,Premium,53395.89,42.6,150.0,144.9,6.26,163.0,624.0,587.0,AWD,5,Sedan,32.0,1519.0,4,1,US,Mid-range,1550,3.22,4
GM/Chevrolet,Blazer EV,2025,Premium,80502.6,78.6,262.0,121.3,5.67,176.0,1000.0,888.0,RWD,5,Sedan,32.5,1721.0,3,0,US,Premium,14992,3.62,4
Tesla,Model 3,2025,Long Range,31639.64,77.2,287.0,221.7,5.11,172.0,168.0,200.0,FWD,7,Coupe,37.3,1602.0,5,2,US,Budget,146342,4.0,4
Ford,F-150 Lightning,2023,Performance,69526.3,114.5,415.0,202.7,2.68,200.0,822.0,735.0,AWD,2,Truck,57.7,2445.0,5,2,US,Premium,23821,3.84,3
BYD,Atto 3,2025,Performance,81358.02,82.4,282.0,193.2,3.65,195.0,889.0,778.0,AWD,5,Sedan,22.8,1500.0,4,1,China,Premium,108251,3.65,4
BYD,Qin,2026,Base,45158.26,84.0,315.0,53.0,7.08,140.0,469.0,441.0,AWD,5,SUV,49.5,1873.0,5,1,China,Mid-range,119766,3.6,4
Hyundai,Ioniq,2023,Standard,73470.2,61.6,217.0,144.3,6.2,167.0,902.0,779.0,RWD,5,Truck,66.3,2647.0,5,1,South Korea,Premium,142666,3.15,4
Kia,Sportage EV,2024,Standard,31797.34,45.6,150.0,78.7,6.94,145.0,233.0,200.0,FWD,5,SUV,37.6,2224.0,4,0,South Korea,Budget,131619,3.27,3
Kia,EV9,2022,Long Range,73675.86,96.0,333.0,92.8,4.48,183.0,868.0,792.0,AWD,5,SUV,43.9,1945.0,5,2,South Korea,Premium,89937,3.58,3
Tesla,Model S,2023,Performance,105706.18,114.7,391.0,331.8,2.63,200.0,742.0,663.0,RWD,5,Coupe,37.9,1802.0,3,2,US,Luxury,247669,4.2,5
Audi,e-tron,2024,Long Range,123736.19,81.7,310.0,113.3,5.2,174.0,965.0,897.0,FWD,5,Coupe,33.7,1758.0,5,1,Germany,Luxury,45413,3.78,6
BYD,Dolphin,2025,Base,73207.32,69.3,232.0,84.9,6.7,152.0,814.0,744.0,AWD,5,Hatchback,34.9,1500.0,4,0,China,Premium,205374,3.21,4
Tesla,Model S,2023,Standard,95125.11,45.3,150.0,285.9,7.3,135.0,730.0,670.0,AWD,7,Hatchback,36.4,1713.0,3,3,US,Premium,116755,3.27,5
Audi,e-tron GT,2023,Long Range,64643.29,83.8,293.0,113.0,5.39,173.0,269.0,202.0,FWD,5,SUV,53.0,2231.0,5,2,Germany,Mid-range,67458,3.6,5
Toyota,bZ4X,2022,Base,35115.72,61.4,238.0,145.3,7.26,138.0,150.0,200.0,FWD,5,Hatchback,34.2,1689.0,4,0,Japan,Mid-range,3528,3.67,3
Mercedes,EQE,2025,Premium,112650.99,53.9,165.0,122.5,6.48,148.0,587.0,561.0,RWD,7,SUV,69.6,2158.0,4,2,Germany,Luxury,79068,3.36,6
Ford,Explorer EV,2024,Premium,80541.59,73.3,280.0,80.3,7.12,141.0,984.0,864.0,RWD,7,Coupe,30.1,1500.0,5,0,US,Premium,37698,3.44,3
BMW,i4,2022,Standard,99869.64,50.6,193.0,90.9,7.8,135.0,812.0,735.0,AWD,5,Coupe,37.7,1807.0,4,2,Germany,Premium,76842,3.62,5
Kia,Picanto EV,2021,Performance,106510.25,75.1,275.0,220.3,3.27,200.0,1000.0,847.0,AWD,7,Van,72.8,1618.0,5,0,South Korea,Luxury,120403,3.37,3
Tesla,Model S,2025,Standard,58831.27,45.0,150.0,213.0,7.32,147.0,431.0,362.0,FWD,5,Sedan,17.7,1837.0,5,2,US,Mid-range,150860,3.42,5
Volkswagen,ID.3,2025,Long Range,70858.1,90.5,274.0,104.1,5.78,163.0,786.0,732.0,FWD,7,Truck,78.9,2795.0,5,2,Germany,Premium,251846,3.59,4
Volkswagen,ID. Buzz,2024,Standard,46173.34,51.5,190.0,131.5,6.36,148.0,394.0,352.0,AWD,5,Sedan,18.7,1533.0,5,0,Germany,Mid-range,274696,3.4,3
BYD,Yuan Plus,2025,Base,73712.39,44.1,173.0,145.8,7.94,126.0,781.0,718.0,AWD,7,Sedan,29.9,1812.0,4,0,China,Premium,243890,3.08,4
GM/Chevrolet,Silverado EV,2023,Premium,73891.2,45.0,150.0,95.2,7.9,134.0,1000.0,883.0,AWD,5,SUV,65.5,1762.0,5,1,US,Premium,7223,3.41,4
Hyundai,Ioniq,2025,Standard,65291.37,83.7,283.0,74.5,6.79,150.0,754.0,610.0,RWD,5,Van,68.8,1742.0,5,2,South Korea,Premium,99183,3.55,3
Tesla,Model Y,2024,Premium,137035.03,58.5,224.0,212.5,6.59,151.0,984.0,852.0,RWD,5,Hatchback,30.3,1769.0,4,3,US,Luxury,429314,3.65,4
BYD,Yuan Plus,2023,Base,36015.66,52.4,178.0,74.6,6.02,160.0,377.0,393.0,RWD,5,SUV,36.2,2000.0,5,2,China,Mid-range,143487,3.37,4
BMW,i4,2024,Standard,96459.23,81.0,288.0,96.7,7.78,121.0,788.0,724.0,AWD,7,Truck,50.7,2534.0,4,2,Germany,Premium,64056,3.51,5
Tesla,Cybertruck,2025,Base,64862.04,68.1,237.0,321.3,7.35,145.0,455.0,329.0,RWD,5,Truck,76.7,2349.0,5,2,US,Mid-range,237113,3.85,5
Mercedes,EQS,2025,Standard,131964.76,47.0,157.0,136.5,5.89,160.0,817.0,752.0,RWD,5,Coupe,26.2,1776.0,4,1,Germany,Luxury,62952,3.64,6
Hyundai,Kona Electric,2024,Premium,97251.62,60.7,196.0,79.8,6.87,148.0,1000.0,936.0,AWD,5,SUV,69.3,2108.0,5,1,South Korea,Premium,59030,3.11,4
Hyundai,i30,2024,Long Range,63320.42,102.7,353.0,56.0,5.85,160.0,723.0,634.0,FWD,7,Sedan,33.0,1930.0,5,1,South Korea,Mid-range,132537,3.75,3
Kia,EV9,2023,Standard,63386.57,61.3,218.0,117.8,5.51,167.0,725.0,679.0,RWD,5,SUV,69.6,2057.0,5,0,South Korea,Mid-range,97503,3.22,5
Mercedes,EQE,2021,Standard,115665.62,57.4,162.0,116.6,5.16,169.0,608.0,588.0,RWD,7,Hatchback,39.8,1500.0,4,1,Germany,Luxury,25083,3.26,7
BYD,Dolphin,2022,Standard,30805.35,40.0,150.0,107.8,7.18,141.0,377.0,392.0,RWD,7,Truck,68.1,2193.0,5,1,China,Budget,133529,3.4,3
BMW,i4,2026,Premium,103491.15,48.4,152.0,97.0,7.03,147.0,887.0,802.0,AWD,5,Sedan,35.2,1837.0,5,2,Germany,Luxury,42817,3.39,7
Kia,Niro EV,2026,Long Range,67363.85,101.0,376.0,95.1,5.97,160.0,740.0,658.0,FWD,5,SUV,53.4,2072.0,3,1,South Korea,Premium,128059,3.95,4
BYD,Seagull,2025,Standard,37099.25,64.7,205.0,132.7,5.49,171.0,393.0,350.0,AWD,5,Hatchback,19.0,1783.0,5,0,China,Mid-range,163441,3.69,4
Audi,Q4 e-tron,2025,Standard,55204.45,65.4,223.0,116.2,5.47,164.0,243.0,200.0,FWD,5,Hatchback,31.1,1500.0,4,1,Germany,Mid-range,48087,3.24,7
Ford,E-Transit,2025,Standard,63604.01,40.0,150.0,81.2,6.78,148.0,705.0,676.0,FWD,5,Hatchback,15.9,1508.0,4,1,US,Mid-range,36824,3.23,4
BMW,iX,2023,Performance,101590.86,116.4,426.0,201.3,4.35,174.0,818.0,765.0,RWD,7,Van,78.0,1688.0,5,2,Germany,Luxury,73116,3.97,5
Mercedes,GLE EV,2024,Base,62600.82,55.9,179.0,122.0,7.46,145.0,160.0,205.0,AWD,5,Van,75.3,1500.0,3,2,Germany,Mid-range,69358,3.66,7
Mercedes,EQS,2025,Standard,99348.31,48.9,189.0,54.9,6.79,150.0,535.0,532.0,FWD,7,Coupe,25.6,1578.0,4,1,Germany,Premium,79812,3.77,7
GM/Chevrolet,Bolt EUV,2021,Base,40119.64,79.0,282.0,117.9,6.97,141.0,451.0,389.0,AWD,5,SUV,46.1,1980.0,5,1,US,Mid-range,25340,3.36,4
Mercedes,EQC,2025,Base,124226.17,74.2,253.0,77.2,5.89,164.0,687.0,619.0,FWD,5,SUV,63.1,1728.0,4,2,Germany,Luxury,40173,3.67,8
GM/Chevrolet,Blazer EV,2025,Base,34616.61,73.9,287.0,116.2,5.33,167.0,306.0,303.0,RWD,5,Coupe,15.0,1685.0,4,0,US,Budget,24423,3.83,4
BMW,i7,2021,Long Range,75380.59,109.0,366.0,90.6,4.66,181.0,482.0,442.0,FWD,7,SUV,36.9,2165.0,4,1,Germany,Premium,62356,3.91,7
Kia,EV9,2021,Standard,32210.63,78.1,270.0,121.5,7.59,137.0,210.0,200.0,RWD,7,SUV,48.2,1957.0,5,0,South Korea,Budget,60096,3.21,5
GM/Chevrolet,Silverado EV,2026,Premium,68395.01,46.0,165.0,142.4,7.05,146.0,903.0,784.0,AWD,7,Coupe,34.1,1500.0,4,1,US,Premium,27929,3.0,5
Tesla,Model S,2024,Long Range,156702.49,102.8,353.0,339.7,5.34,157.0,1000.0,867.0,AWD,7,Sedan,26.1,1500.0,5,2,US,Luxury,132013,3.89,5
Audi,e-tron,2026,Base,97863.03,41.7,166.0,140.5,6.81,145.0,693.0,607.0,AWD,7,Coupe,35.1,1509.0,5,1,Germany,Premium,24216,3.41,7
Mercedes,EQS,2025,Long Range,183986.43,100.6,365.0,124.5,4.04,193.0,1000.0,849.0,FWD,5,Hatchback,25.9,1663.0,5,1,Germany,Luxury,50432,4.09,5
Tesla,Cybertruck,2025,Performance,56352.74,82.9,297.0,312.4,2.74,200.0,305.0,299.0,AWD,7,Truck,63.9,2480.0,4,3,US,Mid-range,197115,3.86,5
Mercedes,EQG,2022,Standard,126403.53,64.9,225.0,136.0,7.73,137.0,706.0,626.0,FWD,7,SUV,42.5,2048.0,4,1,Germany,Luxury,37272,3.78,7
Tesla,Model 3,2023,Premium,67810.93,55.5,175.0,235.1,5.86,166.0,470.0,501.0,RWD,7,Sedan,30.9,1618.0,5,2,US,Premium,194039,3.62,4
BYD,Seagull,2022,Long Range,53237.26,103.0,376.0,147.2,4.3,186.0,620.0,527.0,FWD,5,Truck,73.8,2247.0,5,0,China,Mid-range,163016,3.81,3
GM/Chevrolet,Blazer EV,2025,Base,63436.73,52.8,186.0,77.8,7.75,130.0,856.0,767.0,AWD,5,Truck,56.0,2127.0,5,0,US,Mid-range,13397,3.49,4
Tesla,Cybertruck,2024,Standard,101208.82,52.4,172.0,331.1,6.55,147.0,744.0,653.0,AWD,5,Truck,67.0,2359.0,5,2,US,Luxury,248389,3.58,5
Ford,Explorer EV,2023,Standard,37298.34,72.7,262.0,80.1,6.53,154.0,244.0,225.0,RWD,5,SUV,65.9,2136.0,4,0,US,Mid-range,60230,3.57,4
Mercedes,EQC,2022,Premium,155446.31,72.7,265.0,130.3,5.37,175.0,987.0,922.0,FWD,5,Sedan,23.7,1500.0,5,2,Germany,Luxury,41853,3.77,5
Hyundai,Ioniq 5,2022,Premium,55487.47,41.2,154.0,148.9,5.04,169.0,606.0,541.0,AWD,5,Sedan,26.6,1768.0,3,0,South Korea,Mid-range,52238,3.21,4
Tesla,Model 3,2020,Long Range,65735.1,91.3,319.0,237.2,4.55,178.0,401.0,349.0,RWD,5,Coupe,39.0,1684.0,3,2,US,Premium,120134,4.09,4
BYD,Seagull,2023,Standard,62912.21,54.0,188.0,64.2,7.65,142.0,724.0,621.0,AWD,5,Hatchback,25.4,1783.0,5,1,China,Mid-range,196923,3.56,3
Kia,Picanto EV,2026,Premium,97174.66,65.2,227.0,142.1,6.85,140.0,1000.0,937.0,AWD,5,Truck,57.7,2301.0,4,2,South Korea,Premium,93712,3.12,4
Polestar,2,2020,Base,82455.28,57.3,204.0,144.2,6.86,156.0,459.0,443.0,FWD,5,Van,75.3,1643.0,4,0,Sweden,Premium,12945,3.41,3
BMW,i5,2025,Base,84667.26,78.3,258.0,52.5,7.87,141.0,617.0,535.0,AWD,5,Truck,78.2,2318.0,3,2,Germany,Premium,39763,3.26,6
BYD,Dolphin,2024,Standard,57387.97,47.9,180.0,105.9,5.77,164.0,619.0,552.0,FWD,5,Sedan,34.6,1500.0,5,0,China,Mid-range,181198,3.34,4
BMW,iX,2025,Standard,92031.99,74.6,257.0,115.0,5.41,166.0,698.0,633.0,FWD,7,Sedan,35.1,1684.0,5,1,Germany,Premium,29936,3.7,7
Kia,EV6,2024,Base,72870.48,81.7,288.0,119.2,5.28,174.0,819.0,756.0,RWD,7,Truck,59.5,2444.0,5,1,South Korea,Premium,68801,3.48,3
Ford,Explorer EV,2025,Premium,66422.79,77.9,263.0,69.3,7.26,149.0,730.0,659.0,AWD,5,Van,75.9,1938.0,5,1,US,Premium,56669,3.69,4
Tesla,Cybertruck,2025,Premium,52220.2,69.1,211.0,249.5,5.55,172.0,345.0,283.0,AWD,5,Truck,68.0,2532.0,5,2,US,Mid-range,119997,3.75,5
GM/Chevrolet,Equinox EV,2025,Long Range,84366.72,76.7,244.0,139.4,4.19,185.0,1000.0,852.0,RWD,5,SUV,57.6,2312.0,4,0,US,Premium,6773,3.64,4
Kia,EV9,2025,Long Range,93514.06,80.2,278.0,88.0,4.93,179.0,1000.0,929.0,FWD,5,SUV,36.1,1814.0,5,1,South Korea,Premium,120989,3.34,4
Toyota,bZ Compact SUV,2020,Base,30416.52,72.2,257.0,102.7,6.31,153.0,150.0,200.0,RWD,5,SUV,44.1,2421.0,4,2,Japan,Budget,15941,3.54,3
BYD,Seagull,2021,Performance,106411.54,95.1,346.0,156.7,2.82,200.0,1000.0,828.0,RWD,7,Van,78.4,1515.0,5,1,China,Luxury,180190,3.58,3
BMW,iX,2026,Long Range,81773.51,75.7,277.0,141.2,4.19,182.0,629.0,581.0,AWD,5,Truck,70.8,2691.0,5,2,Germany,Premium,38573,3.54,6
Rivian,R1T,2021,Standard,75009.92,69.1,263.0,61.6,7.15,141.0,448.0,384.0,FWD,4,Truck,53.8,2477.0,5,1,US,Premium,1899,3.57,4
Tesla,Model S,2025,Standard,67256.69,74.1,249.0,238.6,6.16,156.0,471.0,404.0,RWD,5,Truck,57.7,2729.0,5,3,US,Premium,149284,3.76,5
NIO,EL6,2025,Standard,65308.05,45.9,171.0,55.2,5.82,156.0,469.0,405.0,FWD,7,Sedan,32.1,1784.0,5,0,China,Premium,19253,3.04,4
BMW,i4,2023,Base,63735.58,75.4,276.0,140.1,6.05,154.0,308.0,308.0,FWD,5,Sedan,20.9,1500.0,5,2,Germany,Mid-range,28907,3.44,7
Tesla,Model Y,2025,Premium,154034.2,80.6,277.0,349.9,7.02,146.0,1000.0,900.0,RWD,7,Hatchback,36.3,1611.0,5,2,US,Luxury,428866,3.69,6
BYD,Seagull,2025,Standard,26964.92,56.1,166.0,80.9,5.84,165.0,274.0,233.0,RWD,7,Van,68.9,1750.0,5,0,China,Budget,131090,3.27,3
GM/Chevrolet,Bolt EUV,2024,Long Range,61730.85,78.6,279.0,142.9,4.4,183.0,863.0,773.0,FWD,5,Coupe,30.1,1597.0,5,2,US,Mid-range,10777,3.75,4
Tesla,Model 3,2024,Base,88042.89,46.2,164.0,328.9,7.69,138.0,687.0,636.0,FWD,5,Sedan,19.7,1735.0,3,2,US,Premium,108761,3.42,5
Kia,EV9,2025,Long Range,74000.57,102.9,371.0,128.3,4.27,187.0,864.0,705.0,RWD,5,SUV,62.3,1873.0,5,0,South Korea,Premium,137133,3.72,3
BYD,Atto 3,2025,Premium,81058.7,78.3,260.0,65.7,5.81,160.0,934.0,836.0,AWD,7,Van,66.0,1569.0,4,2,China,Premium,230802,3.44,4
BMW,iX,2022,Base,51043.69,76.0,263.0,120.6,5.44,172.0,178.0,200.0,RWD,7,Coupe,30.1,1582.0,4,1,Germany,Mid-range,44259,3.39,8
Tesla,Model Y,2023,Premium,144885.91,67.7,230.0,249.1,6.26,156.0,1000.0,899.0,AWD,5,Hatchback,39.8,1572.0,5,2,US,Luxury,416711,3.88,5
Mercedes,EQG,2026,Long Range,124673.1,100.9,347.0,66.9,4.72,173.0,758.0,698.0,FWD,5,SUV,48.3,1890.0,5,2,Germany,Luxury,24079,4.0,5
Fisker,Ronin,2024,Performance,159067.16,109.7,402.0,212.3,4.15,178.0,1000.0,948.0,RWD,7,Van,62.3,1803.0,5,1,US,Luxury,23252,3.93,3
Fisker,Ocean,2024,Long Range,93018.72,83.7,313.0,72.3,5.21,182.0,786.0,724.0,AWD,5,Sedan,21.4,1655.0,5,0,US,Premium,1655,3.46,5
GM/Chevrolet,Bolt EV,2026,Premium,67711.2,41.3,150.0,101.7,5.62,155.0,886.0,827.0,FWD,5,Van,78.6,1868.0,5,2,US,Premium,15428,3.23,5
Tesla,Model 3,2025,Performance,112635.62,91.1,305.0,292.5,3.93,195.0,808.0,749.0,RWD,7,Truck,78.6,2220.0,5,2,US,Luxury,126461,4.14,5
GM/Chevrolet,Blazer EV,2023,Standard,62461.41,54.0,168.0,88.5,7.57,138.0,828.0,728.0,AWD,5,Hatchback,20.5,1571.0,4,0,US,Mid-range,6024,3.32,4
Tesla,Model Y,2026,Long Range,83728.44,82.6,280.0,333.8,4.82,180.0,562.0,518.0,AWD,7,Hatchback,23.4,1738.0,4,2,US,Premium,490450,3.83,6
Tesla,Model X,2025,Performance,92160.09,115.6,400.0,304.6,3.28,200.0,701.0,679.0,AWD,7,Sedan,37.1,1630.0,4,2,US,Premium,139912,4.17,6
BYD,Dolphin,2023,Standard,23505.59,75.5,261.0,72.6,5.58,166.0,211.0,239.0,AWD,5,Hatchback,28.6,1694.0,3,0,China,Budget,178149,3.42,4
Hyundai,Kona Electric,2026,Performance,77799.73,108.0,367.0,182.6,2.67,200.0,956.0,887.0,RWD,5,Hatchback,17.8,1720.0,4,0,South Korea,Premium,58908,3.8,3
Ford,Mustang Mach-E,2022,Standard,56513.76,52.3,189.0,87.3,5.42,162.0,505.0,476.0,RWD,5,Truck,63.1,2216.0,3,1,US,Mid-range,39584,3.23,4
BMW,i3,2025,Standard,69070.75,82.0,304.0,92.6,7.54,143.0,374.0,366.0,FWD,5,Van,73.6,1576.0,4,2,Germany,Premium,73019,3.53,5
Volkswagen,ID.4,2024,Premium,112817.29,66.1,213.0,87.9,6.84,142.0,1000.0,896.0,AWD,5,Sedan,37.9,1541.0,5,0,Germany,Luxury,244997,3.38,3
BYD,Yuan Plus,2025,Standard,28078.09,44.7,150.0,63.8,6.5,156.0,251.0,252.0,AWD,7,Sedan,15.7,1500.0,3,0,China,Budget,207345,3.08,5
Xiaomi,SU7,2024,Base,67624.72,50.5,190.0,140.3,5.38,168.0,690.0,581.0,RWD,7,Truck,53.3,2209.0,5,1,China,Premium,26829,3.48,4
